
------------------------------------------------------------
Opening SerialPort: tty.usbmodem411.log at 1331607804373
------------------------------------------------------------
534,833,659
527,834,659
521,834,659
516,834,659
511,834,659
506,833,659
500,834,659
495,833,659
504,833,659
509,833,660
509,811,660
510,799,660
510,804,659
510,798,659
510,806,660
510,799,660
510,805,659
510,798,660
510,803,660
510,798,660
510,788,660
510,803,660
510,797,660
510,792,659
510,781,659
509,790,659
510,812,659
509,807,660
509,792,659
509,800,660
509,795,660
510,785,659
510,790,660
510,805,660
509,797,660
510,787,659
510,798,660
510,792,660
509,802,660
510,809,660
510,814,660
510,809,659
509,803,660
509,795,660
509,801,660
509,810,660
510,815,659
509,810,659
509,805,660
509,810,659
509,804,659
509,809,660
509,804,660
510,799,659
509,805,659
510,812,660
509,807,660
509,802,659
509,785,660
509,794,660
509,801,659
509,795,660
509,790,659
510,797,659
510,804,660
509,809,660
510,802,660
509,797,659
510,782,660
509,789,659
509,798,659
510,792,659
509,770,659
510,784,659
510,800,659
509,805,659
510,800,659
509,805,659
509,796,659
509,801,659
509,806,659
509,811,659
509,803,659
510,808,659
510,813,658
510,806,658
509,812,658
509,813,649
510,808,649
509,813,648
509,808,645
510,813,646
509,828,669
505,824,709
508,825,684
509,826,645
508,825,664
509,826,716
509,825,688
508,824,706
509,825,660
509,825,668
509,825,674
509,825,669
509,825,674
508,825,663
509,781,652
509,776,648
509,783,648
509,789,648
509,794,648

------------------------------------------------------------
Closing SerialPort: tty.usbmodem411.log at 1331608604911
------------------------------------------------------------
