
------------------------------------------------------------
Opening SerialPort: tty.usbmodem411.log at 1331607804373
------------------------------------------------------------
903,566,388
731,571,388
731,577,388
731,570,388
731,575,388
731,570,388
731,575,388
731,570,388
732,575,388
731,566,388
732,564,388
737,564,388
742,564,388
750,564,388
756,564,388
763,564,388
768,564,388
774,564,388
779,564,388
786,564,388
792,564,388
799,564,388
791,564,388
785,564,388
775,564,388
770,564,388
762,564,388
756,564,388
750,564,388
743,564,388
733,564,388
723,564,388
713,564,388
707,564,388
700,564,388
692,563,388
680,564,388
666,564,388
652,564,388
638,564,388
624,564,388
611,564,388
598,564,388
586,564,388
577,564,388
568,564,388
559,564,388
554,564,388
561,564,388
567,564,388
572,563,388
577,562,388
577,535,388
580,552,388
580,456,388
580,556,388
581,566,388
586,566,388
593,566,388
599,566,388
604,566,388
611,566,388
604,566,388
597,566,388
590,566,388
584,566,388
576,566,388
571,566,388
563,566,388
554,566,388
548,566,388
540,566,388
533,566,388
525,566,388
518,566,388
509,566,388
500,566,388
491,566,388
482,566,388
474,566,388
464,566,388
456,566,388
450,566,388
442,566,388
436,566,388
430,566,388
424,566,388
418,566,388
412,566,388
406,566,388
399,566,388
392,566,388
385,566,388
376,566,388
368,566,388
358,566,388
347,566,388
337,566,388
329,567,388
320,566,388
313,566,388
305,566,388
298,566,388
292,566,388
285,566,388
278,566,388
272,566,388
279,566,388
273,566,388
265,566,388
255,566,388
241,566,388
228,566,388
216,566,388
210,566,388
202,566,388
196,566,388
190,566,388
184,566,388
175,566,388
170,566,388
163,566,388
155,566,388
150,566,388
145,566,388
138,566,388
132,566,388
126,566,388
121,566,388
116,566,388
110,566,388
103,566,388
95,566,388
89,566,388
83,566,388
78,567,388
73,566,388
79,566,388
84,566,388
85,559,388
84,553,388
84,578,388
85,542,388
85,566,388
84,542,388
84,549,388
85,595,388
85,568,388
85,666,388
84,608,388
85,661,388
85,714,388
84,729,388
85,656,388
84,727,388
85,736,388
85,750,388
84,757,388
85,763,388
85,772,388
85,786,388
85,728,388
85,805,388
84,713,388
85,718,388
85,748,388
84,721,388
85,706,388
85,685,388
85,715,388
85,746,388
85,757,388
85,764,388
85,835,388
85,830,388
85,809,388
85,814,388
85,802,388
85,808,388
85,811,383
85,811,375
85,811,368
85,811,356
85,811,390
85,811,299
85,811,288
85,811,243
85,811,330
85,811,322
85,812,261
84,811,189
85,811,163
85,811,123
84,812,86
85,811,48
84,812,13
85,811,0
85,811,27
84,811,0
85,811,113
85,811,52
84,811,0
85,812,115
85,811,23
85,811,10
84,811,5
85,811,22
85,811,11
85,810,1
85,812,51
85,812,16
85,812,1
85,812,17
85,812,125
84,812,86
85,812,3
85,812,130
85,812,1
85,812,9
85,811,19
85,812,30
85,811,43
85,812,51
84,812,60
85,812,69
85,812,96
85,812,102
85,812,109
85,812,114
85,812,122
85,811,131
85,812,147
85,812,166
84,811,172
85,811,188
85,811,182
85,811,194
85,811,203
85,811,218
85,811,210
85,811,233
85,811,249
85,810,240
85,811,255
85,811,238
84,811,251
85,811,283
85,810,292
85,811,301
85,811,311
85,811,320
85,811,328
85,811,335
85,811,344
85,811,351
85,812,361
85,812,370
85,811,376
85,812,384
85,811,393
85,812,398
85,812,404
85,812,412
84,812,420
85,812,427
85,812,435
85,812,442
85,812,449
85,812,457
85,811,464
85,811,470
85,811,477
85,811,482
85,811,492
85,811,503
85,811,509
85,811,518
85,811,526
85,811,531
85,811,537
85,811,542
85,810,548
85,811,555
85,811,561
85,811,567
85,810,576
85,811,582
85,811,588
85,811,595
85,810,603
85,811,611
85,811,618
85,811,627
85,811,635
85,811,643
85,811,651
85,811,659
85,811,664
85,812,609
85,812,670
85,812,665
85,812,652
85,812,626
85,812,688
85,812,671
85,812,663
85,818,664
85,637,663
85,749,663
85,781,663
85,812,662
84,817,661
85,822,661
85,827,661
85,835,661
85,843,661
85,848,661
85,857,661
85,863,661
85,869,661
85,877,664
85,886,664
85,895,664
85,903,664
85,909,664
85,917,664
85,923,664
85,933,664
85,938,664
85,945,663
85,950,663
85,956,663
85,961,663
85,967,663
85,977,662
85,986,661
84,994,660
85,999,660
85,1007,660
85,1016,664
85,1019,659
85,996,659
85,1011,659
85,987,660
85,944,659
85,822,660
85,760,660
85,791,659
85,716,660
85,774,660
85,723,660
85,872,660
85,632,660
85,713,659
85,848,660
85,835,659
85,916,660
85,903,660
85,893,659
85,882,659
85,875,660
84,867,659
85,859,660
85,851,660
85,844,659
85,839,659
85,844,660
85,835,660
85,841,659
85,657,659
85,813,659
85,785,660
85,827,660
79,831,659
74,831,659
69,831,659
62,831,659
53,831,659
45,831,659
38,831,659
30,831,659
24,830,659
17,831,659
10,831,659
4,831,659
9,833,659
14,833,660
21,832,659
26,833,659
31,832,659
38,833,659
45,832,660
52,832,659
58,833,659
63,833,660
68,832,659
73,833,659
78,833,659
84,832,660
90,833,659
96,833,660
103,832,660
110,832,660
115,832,660
121,832,660
127,833,660
133,833,660
140,833,660
145,832,660
153,833,659
158,833,660
163,833,659
168,833,659
174,833,660
181,833,659
186,833,660
192,833,660
198,833,659
204,833,659
211,833,660
216,833,659
223,833,659
228,833,659
236,833,659
242,833,659
247,833,659
254,833,659
261,833,660
269,833,660
275,833,659
282,833,660
289,833,660
295,833,659
303,833,659
308,833,659
315,833,659
321,833,659
328,833,660
333,833,659
339,833,660
345,833,660
350,833,659
356,833,659
361,833,660
366,833,660
372,833,660
366,833,660
361,833,660
366,833,660
371,833,659
377,833,659
384,833,659
389,833,659
397,833,660
402,833,659
411,833,660
417,833,659
422,833,659
430,833,660
437,833,659
442,833,660
449,833,660
454,833,660
459,833,660
464,833,660
469,833,659
478,833,659
485,833,660
490,833,659
498,833,660
506,833,659
511,833,659
518,833,660
526,833,660
533,833,660
540,833,660
545,833,660
539,833,660
